track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,stream_class
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2.0,2022.0,10.0,20.0,660.0,15.0,236857112.0,19.0,59.0,18.0,5.0,52.0,98.0,B,Major,73.0,88.0,57.0,56.0,0.0,5.0,2.0,Average
Love Again,The Kid Laroi,1.0,2023.0,1.0,27.0,1283.0,0.0,147538971.0,57.0,4.0,48.0,0.0,0.0,107.0,B,Minor,66.0,47.0,40.0,72.0,0.0,11.0,3.0,Low
After Hours,The Weeknd,1.0,2020.0,2.0,19.0,8084.0,6.0,698086140.0,45.0,115.0,218.0,1.0,221.0,109.0,F,Minor,66.0,16.0,57.0,10.0,1.0,12.0,3.0,Average
About Damn Time,Lizzo,1.0,2022.0,7.0,15.0,2332.0,2.0,723894473.0,0.0,0.0,25.0,0.0,0.0,109.0,A#,Minor,84.0,72.0,74.0,10.0,0.0,34.0,7.0,High
Born With A Beer In My Hand,Morgan Wallen,1.0,2023.0,3.0,3.0,203.0,0.0,34450974.0,5.0,9.0,0.0,0.0,0.0,148.0,nan,Major,53.0,61.0,81.0,5.0,0.0,36.0,4.0,Low
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Fujii Kaze,1.0,2020.0,5.0,20.0,685.0,14.0,403097450.0,24.0,94.0,9.0,0.0,23.0,158.0,F#,Minor,60.0,52.0,76.0,17.0,0.0,19.0,5.0,Average
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2.0,2022.0,9.0,29.0,2460.0,13.0,309483971.0,53.0,7.0,56.0,3.0,1.0,94.0,F,Minor,74.0,64.0,73.0,6.0,0.0,10.0,6.0,Average
Maan Meri Jaan,King,1.0,2022.0,10.0,12.0,288.0,6.0,319566866.0,11.0,80.0,1.0,0.0,8.0,96.0,F#,Minor,70.0,40.0,51.0,35.0,0.0,10.0,4.0,Average
Moscow Mule,Bad Bunny,1.0,2022.0,5.0,6.0,4572.0,33.0,909001996.0,74.0,113.0,85.0,9.0,2.0,100.0,F,Minor,80.0,29.0,67.0,29.0,0.0,12.0,3.0,High
My Universe,"Coldplay, BTS",2.0,2021.0,9.0,24.0,6127.0,13.0,1061966512.0,0.0,0.0,0.0,0.0,0.0,105.0,A,Major,58.0,42.0,68.0,1.0,0.0,14.0,4.0,High
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1.0,2023.0,3.0,3.0,166.0,0.0,32526947.0,2.0,10.0,0.0,0.0,0.0,125.0,nan,Major,53.0,32.0,66.0,38.0,0.0,9.0,3.0,Low
LLYLM,ROSALï¿½,1.0,2023.0,1.0,27.0,1838.0,0.0,124988687.0,105.0,41.0,114.0,1.0,59.0,170.0,F#,Minor,56.0,56.0,63.0,13.0,0.0,19.0,27.0,Low
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3.0,2023.0,1.0,27.0,1890.0,0.0,103787664.0,86.0,1.0,49.0,0.0,9.0,115.0,nan,Major,70.0,84.0,90.0,17.0,0.0,41.0,6.0,Low
TRUSTFALL,P!nk,1.0,2023.0,1.0,27.0,2098.0,16.0,134255790.0,88.0,24.0,101.0,7.0,451.0,122.0,G#,Major,64.0,25.0,89.0,0.0,0.0,15.0,9.0,Low
ANTIFRAGILE,LE SSERAFIM,1.0,2022.0,10.0,17.0,761.0,12.0,301051721.0,23.0,95.0,11.0,0.0,3.0,105.0,A#,Minor,88.0,82.0,80.0,8.0,0.0,11.0,8.0,Average
Boy's a liar,PinkPantheress,1.0,2022.0,11.0,30.0,1225.0,0.0,156338624.0,27.0,0.0,28.0,13.0,0.0,133.0,F,Major,66.0,74.0,84.0,25.0,0.0,21.0,4.0,Low
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2.0,2023.0,1.0,13.0,415.0,2.0,152850295.0,15.0,40.0,21.0,1.0,15.0,100.0,nan,Major,79.0,60.0,68.0,7.0,0.0,26.0,4.0,Low
Shirt,SZA,1.0,2022.0,10.0,28.0,3469.0,0.0,309653982.0,71.0,95.0,31.0,0.0,2.0,120.0,D#,Minor,82.0,55.0,45.0,15.0,3.0,9.0,10.0,Average
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1.0,2022.0,10.0,28.0,3311.0,0.0,297328960.0,129.0,31.0,212.0,1.0,41.0,177.0,A,Major,25.0,17.0,30.0,90.0,0.0,13.0,3.0,Average
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1.0,2022.0,9.0,22.0,2616.0,0.0,332506354.0,113.0,17.0,208.0,0.0,192.0,142.0,D,Minor,64.0,31.0,72.0,15.0,0.0,9.0,5.0,Average
"Sex, Drugs, Etc.",Beach Weather,1.0,2016.0,11.0,4.0,3006.0,16.0,480507035.0,47.0,60.0,87.0,12.0,124.0,144.0,E,Minor,57.0,47.0,84.0,1.0,1.0,52.0,4.0,Average
Boy With Luv (feat. Halsey),"Halsey, BTS",2.0,2019.0,4.0,12.0,4260.0,0.0,1065580332.0,113.0,92.0,259.0,0.0,1.0,120.0,B,Minor,65.0,80.0,86.0,9.0,0.0,19.0,10.0,High
"Hey, Mickey!",Baby Tate,1.0,2016.0,9.0,27.0,482.0,0.0,122763672.0,9.0,1.0,12.0,4.0,3.0,135.0,D,Major,92.0,73.0,51.0,55.0,0.0,15.0,6.0,Low
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6.0,2022.0,12.0,22.0,138.0,4.0,1365184.0,13.0,78.0,2.0,0.0,0.0,105.0,G,Major,82.0,62.0,74.0,10.0,0.0,33.0,7.0,Low
Escapism. - Sped Up,"RAYE, 070 Shake",2.0,2022.0,11.0,25.0,1368.0,0.0,184308753.0,12.0,1.0,11.0,0.0,8.0,108.0,F#,Minor,44.0,38.0,77.0,9.0,0.0,9.0,20.0,Low
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3.0,2022.0,11.0,20.0,889.0,20.0,323358833.0,11.0,78.0,35.0,0.0,21.0,115.0,nan,Major,71.0,34.0,88.0,16.0,0.0,44.0,4.0,Average
Te Felicito,"Shakira, Rauw Alejandro",2.0,2022.0,4.0,21.0,4796.0,9.0,606361689.0,124.0,66.0,212.0,13.0,1.0,174.0,F,Major,70.0,57.0,64.0,23.0,0.0,8.0,32.0,Average
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3.0,2023.0,1.0,12.0,658.0,6.0,120972253.0,33.0,7.0,53.0,2.0,0.0,90.0,A#,Minor,68.0,83.0,71.0,3.0,0.0,31.0,8.0,Low
TV,Billie Eilish,1.0,2022.0,7.0,21.0,3009.0,2.0,338564981.0,68.0,89.0,65.0,0.0,25.0,141.0,E,Minor,41.0,9.0,25.0,84.0,1.0,14.0,4.0,Average
I'm Not The Only One,Sam Smith,1.0,2014.0,1.0,1.0,17492.0,3.0,1606986953.0,136.0,24.0,1959.0,0.0,30.0,82.0,F,Major,68.0,50.0,49.0,56.0,0.0,8.0,4.0,High
Heather,Conan Gray,1.0,2020.0,3.0,20.0,6170.0,7.0,1301799902.0,82.0,1.0,231.0,0.0,2.0,92.0,F,Major,47.0,25.0,43.0,62.0,0.0,32.0,3.0,High
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6.0,2022.0,12.0,12.0,130.0,4.0,140187018.0,21.0,79.0,2.0,0.0,0.0,116.0,G#,Minor,77.0,65.0,80.0,6.0,0.0,15.0,4.0,Low
Sugar Rush Ride,TOMORROW X TOGETHER,1.0,2023.0,1.0,27.0,359.0,0.0,107642809.0,12.0,56.0,13.0,0.0,13.0,125.0,A#,Minor,71.0,83.0,89.0,1.0,0.0,17.0,9.0,Low
Pink Venom,BLACKPINK,1.0,2022.0,8.0,19.0,1963.0,16.0,551305895.0,57.0,119.0,77.0,1.0,13.0,90.0,nan,Major,80.0,71.0,69.0,2.0,0.0,27.0,10.0,Average
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3.0,2022.0,4.0,27.0,5491.0,14.0,556585270.0,128.0,84.0,75.0,0.0,35.0,83.0,C#,Major,46.0,34.0,64.0,31.0,0.0,7.0,34.0,Average
Don't Start Now,Dua Lipa,1.0,2019.0,10.0,31.0,27119.0,0.0,2303033973.0,532.0,77.0,1535.0,3.0,8.0,124.0,B,Minor,79.0,68.0,79.0,1.0,0.0,10.0,8.0,High
After Dark,Mr.Kitty,1.0,2014.0,8.0,8.0,1776.0,14.0,646886885.0,1.0,9.0,3.0,0.0,0.0,140.0,G#,Major,58.0,4.0,60.0,7.0,41.0,8.0,3.0,Average
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2.0,2022.0,9.0,16.0,1473.0,4.0,222612678.0,27.0,64.0,66.0,1.0,4.0,154.0,nan,Major,64.0,61.0,91.0,15.0,0.0,72.0,4.0,Low
MIDDLE OF THE NIGHT,Elley Duhï¿½,1.0,2020.0,1.0,10.0,4057.0,8.0,872137015.0,78.0,21.0,240.0,1.0,52.0,186.0,E,Minor,41.0,9.0,61.0,2.0,0.0,12.0,5.0,High
Atlantis,Seafret,1.0,2015.0,4.0,22.0,3045.0,6.0,571386359.0,43.0,53.0,134.0,1.0,32.0,166.0,G#,Minor,40.0,23.0,48.0,5.0,0.0,12.0,3.0,Average
PUNTO 40,"Baby Rasta, Rauw Alejandro",2.0,2022.0,9.0,22.0,3006.0,12.0,304079786.0,54.0,32.0,66.0,2.0,0.0,107.0,nan,Major,87.0,20.0,83.0,0.0,4.0,31.0,9.0,Average
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3.0,2022.0,9.0,9.0,852.0,0.0,174006928.0,14.0,1.0,50.0,0.0,0.0,87.0,G,Major,87.0,52.0,52.0,31.0,0.0,28.0,24.0,Low
How Do I Say Goodbye,Dean Lewis,1.0,2022.0,8.0,5.0,2163.0,15.0,284785823.0,72.0,97.0,58.0,0.0,154.0,82.0,G#,Major,40.0,39.0,64.0,21.0,0.0,7.0,7.0,Average
Blind,SZA,1.0,2022.0,12.0,9.0,1484.0,0.0,163284000.0,22.0,51.0,12.0,0.0,0.0,114.0,A,Minor,46.0,60.0,28.0,91.0,0.0,21.0,4.0,Low
Die For You,Joji,1.0,2022.0,11.0,4.0,1703.0,0.0,246390068.0,38.0,45.0,36.0,16.0,0.0,148.0,G#,Major,47.0,15.0,52.0,38.0,13.0,29.0,5.0,Average
Doja,Central Cee,1.0,2022.0,7.0,20.0,4169.0,44.0,482257456.0,57.0,44.0,183.0,1.0,11.0,140.0,F#,Major,91.0,97.0,57.0,38.0,0.0,40.0,29.0,Average
Gatita,Bellakath,1.0,2022.0,10.0,3.0,1054.0,0.0,168684524.0,9.0,0.0,15.0,0.0,1.0,101.0,G,Major,90.0,76.0,81.0,15.0,24.0,33.0,6.0,Low
Rumble,"Skrillex, Flowdan, Fred again..",3.0,2022.0,1.0,17.0,2849.0,0.0,78489819.0,39.0,45.0,27.0,0.0,1.0,140.0,C#,Minor,81.0,6.0,84.0,5.0,23.0,6.0,6.0,Low
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3.0,2022.0,12.0,2.0,1602.0,0.0,195516622.0,12.0,22.0,12.0,0.0,2.0,88.0,G,Minor,49.0,24.0,66.0,19.0,0.0,18.0,29.0,Low
Yonaguni,Bad Bunny,1.0,2021.0,6.0,4.0,9644.0,28.0,1260594497.0,120.0,86.0,164.0,4.0,0.0,180.0,C#,Major,64.0,44.0,65.0,28.0,0.0,14.0,12.0,High
Super Freaky Girl,Nicki Minaj,1.0,2022.0,8.0,12.0,4827.0,0.0,428685680.0,104.0,17.0,76.0,9.0,2.0,133.0,D,Major,95.0,91.0,89.0,6.0,0.0,31.0,24.0,Average
Running Up That Hill (A Deal With God),Kate Bush,1.0,1985.0,9.0,16.0,21811.0,0.0,1024858327.0,117.0,1.0,676.0,3.0,0.0,108.0,A#,Minor,63.0,20.0,55.0,72.0,0.0,6.0,6.0,High
Dream On,Aerosmith,1.0,1973.0,1.0,5.0,168.0,0.0,838586769.0,0.0,0.0,5.0,0.0,0.0,80.0,F,Minor,39.0,24.0,43.0,39.0,0.0,23.0,3.0,High
Limbo,Freddie Dredd,1.0,2022.0,8.0,11.0,688.0,0.0,199386237.0,14.0,1.0,17.0,0.0,2.0,75.0,B,Minor,80.0,46.0,62.0,3.0,6.0,11.0,46.0,Low
Where Are You Now,"Lost Frequencies, Calum Scott",2.0,2021.0,7.0,30.0,10565.0,44.0,972509632.0,238.0,122.0,557.0,17.0,58.0,121.0,F#,Minor,67.0,26.0,64.0,52.0,0.0,17.0,10.0,High
WORTH NOTHING,"Twisted, Oliver Tree",2.0,2022.0,9.0,28.0,1612.0,0.0,213438580.0,34.0,54.0,34.0,0.0,2.0,140.0,D,Minor,58.0,17.0,62.0,18.0,0.0,20.0,8.0,Low
KICK BACK,Kenshi Yonezu,1.0,2022.0,10.0,12.0,574.0,4.0,210038833.0,38.0,101.0,26.0,0.0,0.0,102.0,C#,Major,58.0,29.0,94.0,0.0,0.0,9.0,11.0,Low
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1.0,2022.0,4.0,8.0,2499.0,0.0,227918678.0,70.0,0.0,49.0,0.0,0.0,82.0,A,Major,70.0,31.0,34.0,60.0,1.0,11.0,4.0,Low
Good Days,SZA,1.0,2020.0,12.0,24.0,10426.0,2.0,826623384.0,133.0,109.0,182.0,1.0,10.0,121.0,C#,Minor,46.0,53.0,78.0,23.0,0.0,72.0,6.0,High
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2.0,2020.0,3.0,27.0,15894.0,8.0,1802514301.0,198.0,13.0,544.0,0.0,60.0,103.0,F#,Minor,70.0,92.0,83.0,1.0,0.0,7.0,6.0,High
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1.0,2022.0,9.0,14.0,713.0,7.0,181831132.0,2.0,4.0,6.0,0.0,0.0,85.0,F,Minor,65.0,36.0,47.0,31.0,0.0,12.0,10.0,Low
Ferrari,"James Hype, Miggy Dela Rosa",2.0,2022.0,3.0,14.0,7758.0,28.0,462791599.0,173.0,79.0,175.0,0.0,168.0,125.0,C#,Minor,84.0,70.0,69.0,1.0,0.0,5.0,5.0,Average
"You're On Your Own, Kid",Taylor Swift,1.0,2022.0,10.0,21.0,2537.0,2.0,348647203.0,8.0,18.0,20.0,0.0,1.0,120.0,D,Major,69.0,40.0,39.0,41.0,0.0,13.0,6.0,Average
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3.0,2022.0,7.0,17.0,292.0,6.0,366599607.0,26.0,98.0,4.0,0.0,0.0,94.0,nan,Major,58.0,44.0,57.0,57.0,0.0,10.0,3.0,Average
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3.0,1930.0,1.0,1.0,323.0,0.0,90598517.0,4.0,0.0,14.0,0.0,0.0,130.0,F#,Minor,65.0,49.0,80.0,22.0,4.0,7.0,5.0,Low
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿½,1.0,2011.0,10.0,14.0,12353.0,0.0,807561936.0,35.0,0.0,549.0,0.0,0.0,93.0,E,Major,35.0,38.0,23.0,91.0,0.0,29.0,3.0,High
It's the Most Wonderful Time of the Year,Andy Williams,1.0,1963.0,10.0,14.0,8879.0,0.0,663832097.0,182.0,107.0,160.0,0.0,1.0,202.0,G,Major,24.0,76.0,60.0,77.0,0.0,12.0,4.0,Average
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1.0,1959.0,11.0,16.0,6512.0,0.0,446390129.0,88.0,1.0,277.0,0.0,0.0,134.0,C#,Major,45.0,72.0,24.0,91.0,0.0,18.0,4.0,Average
Underneath the Tree,Kelly Clarkson,1.0,2013.0,10.0,25.0,6596.0,0.0,485285717.0,144.0,99.0,251.0,0.0,0.0,160.0,G#,Major,51.0,69.0,81.0,0.0,0.0,21.0,5.0,Average
Feliz Navidad,Josï¿½ï¿½ Felic,1.0,1970.0,11.0,1.0,3788.0,0.0,520034544.0,21.0,3.0,10.0,0.0,0.0,148.0,D,Major,50.0,96.0,82.0,47.0,0.0,34.0,4.0,Average
Holly Jolly Christmas,Michael Bublï¿½,1.0,2011.0,10.0,14.0,7655.0,0.0,476244795.0,5.0,0.0,291.0,0.0,0.0,151.0,G,Major,65.0,70.0,47.0,87.0,0.0,9.0,4.0,Average
Mistletoe,Justin Bieber,1.0,2011.0,1.0,1.0,9577.0,0.0,629173063.0,195.0,111.0,310.0,0.0,0.0,162.0,F#,Minor,67.0,88.0,54.0,51.0,0.0,9.0,4.0,Average
Sleigh Ride,The Ronettes,1.0,1963.0,11.0,22.0,10114.0,0.0,404664135.0,114.0,74.0,262.0,0.0,0.0,92.0,D,Major,53.0,84.0,77.0,40.0,0.0,32.0,3.0,Average
Seek & Destroy,SZA,1.0,2022.0,12.0,9.0,1007.0,0.0,98709329.0,5.0,31.0,1.0,0.0,0.0,152.0,C#,Major,65.0,35.0,65.0,44.0,18.0,21.0,7.0,Low
Love Language,SZA,1.0,2022.0,12.0,9.0,1127.0,0.0,110849052.0,16.0,63.0,8.0,0.0,0.0,65.0,A,Minor,71.0,55.0,26.0,85.0,0.0,13.0,8.0,Low
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4.0,1971.0,12.0,1.0,10829.0,0.0,460492795.0,130.0,1.0,390.0,0.0,0.0,147.0,D,Major,33.0,39.0,61.0,32.0,0.0,77.0,3.0,Average
Used (feat. Don Toliver),"SZA, Don Toliver",2.0,2022.0,12.0,8.0,1042.0,0.0,94005786.0,7.0,29.0,3.0,0.0,0.0,150.0,A#,Minor,73.0,71.0,69.0,53.0,0.0,32.0,9.0,Low
A Holly Jolly Christmas - Single Version,Burl Ives,1.0,1952.0,1.0,1.0,7930.0,0.0,395591396.0,108.0,120.0,73.0,0.0,0.0,140.0,nan,Major,67.0,81.0,36.0,64.0,0.0,15.0,3.0,Average
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1.0,1946.0,11.0,1.0,11500.0,0.0,389771964.0,140.0,72.0,251.0,0.0,0.0,139.0,C#,Major,36.0,22.0,15.0,84.0,0.0,11.0,4.0,Average
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1.0,1979.0,11.0,16.0,1685.0,0.0,403939487.0,1.0,0.0,29.0,0.0,0.0,95.0,B,Major,75.0,74.0,58.0,36.0,0.0,9.0,3.0,Average
Do They Know It's Christmas? - 1984 Version,Band Aid,1.0,1984.0,11.0,25.0,14169.0,0.0,481697415.0,209.0,30.0,449.0,0.0,0.0,115.0,nan,Major,60.0,23.0,57.0,0.0,2.0,27.0,3.0,Average
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2.0,2022.0,12.0,9.0,1634.0,0.0,110073250.0,16.0,20.0,4.0,0.0,0.0,125.0,F#,Major,62.0,59.0,43.0,84.0,3.0,11.0,5.0,Low
Special,SZA,1.0,2022.0,12.0,9.0,906.0,0.0,88092256.0,6.0,21.0,3.0,0.0,0.0,76.0,nan,Major,60.0,19.0,20.0,78.0,0.0,11.0,5.0,Low
Merry Christmas Everyone,Shakin' Stevens,1.0,1984.0,1.0,1.0,1087.0,0.0,351636786.0,90.0,35.0,5.0,0.0,0.0,101.0,C#,Minor,72.0,91.0,87.0,14.0,0.0,13.0,3.0,Average
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2.0,1950.0,1.0,1.0,10585.0,0.0,473248298.0,126.0,108.0,406.0,0.0,0.0,143.0,D,Major,60.0,86.0,32.0,88.0,0.0,34.0,6.0,Average
SOS,SZA,1.0,2022.0,12.0,9.0,827.0,0.0,73981293.0,6.0,18.0,1.0,0.0,0.0,119.0,G,Minor,51.0,51.0,66.0,67.0,0.0,9.0,23.0,Low
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2.0,2022.0,12.0,8.0,1420.0,4.0,155653938.0,13.0,87.0,17.0,0.0,46.0,78.0,A,Major,67.0,22.0,59.0,76.0,1.0,15.0,16.0,Low
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3.0,1942.0,1.0,1.0,11940.0,0.0,395591396.0,73.0,79.0,123.0,0.0,0.0,96.0,A,Major,23.0,19.0,25.0,91.0,0.0,40.0,3.0,Average
Driving Home for Christmas - 2019 Remaster,Chris Rea,1.0,1986.0,1.0,1.0,888.0,0.0,429504768.0,50.0,0.0,6.0,0.0,0.0,180.0,A,Major,51.0,87.0,58.0,36.0,0.0,18.0,4.0,Average
Christmas (Baby Please Come Home),Darlene Love,1.0,1963.0,11.0,22.0,9122.0,0.0,242767149.0,121.0,58.0,212.0,0.0,0.0,126.0,D#,Major,34.0,35.0,76.0,39.0,0.0,8.0,5.0,Average
Gone Girl,SZA,1.0,2022.0,12.0,9.0,892.0,0.0,65362788.0,3.0,17.0,2.0,0.0,0.0,150.0,F,Major,43.0,42.0,44.0,57.0,0.0,15.0,6.0,Low
F2F,SZA,1.0,2022.0,12.0,9.0,989.0,0.0,67540165.0,5.0,9.0,1.0,0.0,0.0,90.0,D,Major,53.0,47.0,74.0,9.0,0.0,34.0,4.0,Low
Notice Me,SZA,1.0,2022.0,12.0,9.0,819.0,0.0,62019074.0,14.0,22.0,0.0,0.0,0.0,160.0,F,Major,72.0,78.0,68.0,28.0,0.0,11.0,12.0,Low
Merry Christmas,"Ed Sheeran, Elton John",2.0,2017.0,11.0,10.0,2209.0,0.0,135723538.0,72.0,90.0,141.0,0.0,0.0,114.0,nan,Major,59.0,60.0,94.0,24.0,0.0,10.0,4.0,Low
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3.0,1958.0,1.0,1.0,6290.0,0.0,295998468.0,89.0,39.0,158.0,0.0,0.0,113.0,G,Major,73.0,72.0,32.0,77.0,0.0,15.0,5.0,Average
My Only Wish (This Year),Britney Spears,1.0,2000.0,11.0,7.0,6952.0,0.0,261116938.0,115.0,53.0,286.0,0.0,0.0,147.0,nan,Major,67.0,69.0,72.0,17.0,0.0,19.0,3.0,Average
Antidepresan,"Mabel Matiz, Mert Demir",2.0,2022.0,11.0,4.0,313.0,2.0,136689549.0,10.0,6.0,7.0,1.0,9.0,100.0,B,Minor,70.0,92.0,59.0,3.0,0.0,10.0,3.0,Low
Wild Flower (with youjeen),RM,1.0,2022.0,12.0,2.0,353.0,2.0,135611421.0,2.0,74.0,14.0,0.0,2.0,155.0,G#,Major,49.0,42.0,77.0,3.0,0.0,12.0,9.0,Low
I Hate U,SZA,1.0,2021.0,12.0,3.0,4094.0,0.0,356709897.0,66.0,96.0,43.0,0.0,0.0,107.0,G,Minor,54.0,41.0,39.0,51.0,0.0,11.0,16.0,Average
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2.0,2022.0,12.0,2.0,880.0,0.0,110649992.0,3.0,7.0,10.0,0.0,0.0,112.0,G#,Major,80.0,15.0,54.0,9.0,0.0,38.0,5.0,Low
SPIT IN MY FACE!,ThxSoMch,1.0,2022.0,10.0,31.0,573.0,0.0,301869854.0,1.0,0.0,18.0,0.0,24.0,166.0,C#,Major,70.0,57.0,57.0,9.0,20.0,11.0,7.0,Average
Deck The Hall - Remastered 1999,Nat King Cole,1.0,1959.0,1.0,1.0,3299.0,0.0,127027715.0,65.0,39.0,41.0,0.0,0.0,107.0,F#,Minor,69.0,96.0,36.0,81.0,0.0,8.0,4.0,Low
Smoking on my Ex Pack,SZA,1.0,2022.0,12.0,9.0,811.0,0.0,57144458.0,6.0,11.0,3.0,0.0,0.0,81.0,G#,Major,47.0,33.0,68.0,24.0,0.0,22.0,38.0,Low
Conceited,SZA,1.0,2022.0,12.0,9.0,899.0,0.0,56870689.0,2.0,14.0,2.0,0.0,0.0,150.0,C#,Major,79.0,77.0,46.0,5.0,0.0,11.0,7.0,Low
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2.0,2022.0,10.0,21.0,2415.0,0.0,323437194.0,33.0,57.0,30.0,0.0,11.0,110.0,A,Major,66.0,19.0,32.0,69.0,0.0,12.0,4.0,Average
Maroon,Taylor Swift,1.0,2022.0,10.0,21.0,2304.0,0.0,317726339.0,12.0,16.0,14.0,0.0,0.0,108.0,G,Major,64.0,4.0,40.0,6.0,0.0,10.0,6.0,Average
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4.0,2022.0,9.0,28.0,1003.0,0.0,116144341.0,21.0,0.0,44.0,0.0,0.0,130.0,E,Minor,89.0,48.0,74.0,30.0,0.0,7.0,36.0,Low
Bejeweled,Taylor Swift,1.0,2022.0,10.0,21.0,2699.0,0.0,328207708.0,39.0,35.0,22.0,2.0,0.0,164.0,G,Major,70.0,39.0,56.0,6.0,0.0,9.0,7.0,Average
Tarot,"Bad Bunny, Jhay Cortez",2.0,2022.0,5.0,6.0,2482.0,20.0,608228647.0,27.0,77.0,22.0,2.0,0.0,114.0,B,Minor,80.0,42.0,68.0,2.0,0.0,66.0,4.0,Average
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2.0,2005.0,9.0,20.0,2577.0,0.0,180577478.0,108.0,56.0,30.0,0.0,0.0,93.0,F,Major,63.0,93.0,88.0,1.0,0.0,12.0,4.0,Low
Desesperados,"Chencho Corleone, Rauw Alejandro",2.0,2021.0,6.0,25.0,6821.0,34.0,809306935.0,83.0,58.0,128.0,7.0,0.0,90.0,C#,Minor,87.0,51.0,69.0,36.0,0.0,9.0,8.0,High
Too Late,SZA,1.0,2022.0,12.0,8.0,714.0,0.0,49262961.0,0.0,9.0,2.0,0.0,0.0,128.0,B,Major,45.0,35.0,68.0,78.0,0.0,39.0,8.0,Low
Party,"Bad Bunny, Rauw Alejandro",2.0,2022.0,5.0,6.0,3185.0,4.0,614555082.0,38.0,64.0,37.0,3.0,36.0,97.0,A,Major,83.0,47.0,80.0,2.0,0.0,24.0,9.0,Average
Run Rudolph Run - Single Version,Chuck Berry,1.0,1958.0,1.0,1.0,8612.0,0.0,245350949.0,120.0,30.0,52.0,0.0,1.0,152.0,G,Minor,69.0,94.0,71.0,79.0,0.0,7.0,8.0,Average
Jingle Bells - Remastered 1999,Frank Sinatra,1.0,1957.0,1.0,1.0,4326.0,0.0,178660459.0,32.0,3.0,65.0,0.0,0.0,175.0,G#,Major,51.0,94.0,34.0,73.0,0.0,10.0,5.0,Low
Far,SZA,1.0,2022.0,12.0,9.0,680.0,0.0,51641685.0,2.0,15.0,1.0,0.0,0.0,116.0,D,Major,61.0,48.0,55.0,67.0,0.0,16.0,8.0,Low
On Time (with John Legend),"John Legend, Metro Boomin",2.0,2022.0,12.0,2.0,398.0,0.0,78139948.0,2.0,2.0,6.0,0.0,2.0,80.0,F,Minor,33.0,51.0,59.0,76.0,0.0,44.0,6.0,Low
